STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        417;19360101;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   6.9;    -999;    2.4;   91.00;    5.2;    0.8;-999;eor
        417;19360102;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.7;   7.3;    -999;    4.6;   85.00;    8.1;   -1.4;-999;eor
        417;19360103;-999;-999;-999;    5;   0.3;   1;-999;   0;   6.7;   7.9;    -999;    5.1;   88.00;    7.9;    1.0;-999;eor
        417;19360104;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.7;   7.5;    -999;    4.8;   89.00;    5.5;    2.3;-999;eor
        417;19360105;-999;-999;-999;    5;   0.1;   1;-999;   0;   3.7;   6.3;    -999;    1.9;   86.00;    5.7;   -0.5;-999;eor
        417;19360106;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.7;   5.6;    -999;    0.6;   87.00;    2.5;   -2.5;-999;eor
        417;19360107;-999;-999;-999;    5;   1.0;   1;-999;   0;   6.3;   6.8;    -999;    3.0;   87.00;    5.8;   -0.5;-999;eor
        417;19360108;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;   7.5;    -999;    4.2;   92.00;    6.5;   -0.7;-999;eor
        417;19360109;-999;-999;-999;    5;   1.2;   1;-999;   0;   6.0;   8.0;    -999;    4.8;   93.00;    6.6;    0.6;-999;eor
        417;19360110;-999;-999;-999;    5;   8.2;   1;-999;   0;   7.7;  10.7;    -999;    9.2;   92.00;   10.6;    4.0;-999;eor
        417;19360111;-999;-999;-999;    5;   9.0;   1;-999;   0;   6.7;   7.5;    -999;    5.6;   78.00;    9.2;    2.8;-999;eor
        417;19360112;-999;-999;-999;    5;   1.8;   1;-999;   0;   4.3;   6.2;    -999;    2.5;   83.00;    4.5;    1.4;-999;eor
        417;19360113;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.7;   5.5;    -999;    1.9;   78.00;    4.6;   -0.7;-999;eor
        417;19360114;-999;-999;-999;    5;   0.3;   7;-999;   0;   7.0;   5.7;    -999;    1.5;   85.00;    3.2;   -1.0;-999;eor
        417;19360115;-999;-999;-999;    5;   0.5;   7;-999;   0;   5.3;   5.5;    -999;    0.2;   86.00;    2.4;   -1.2;-999;eor
        417;19360116;-999;-999;-999;    5;   0.0;   1;-999;   0;   3.7;   4.5;    -999;   -1.2;   81.00;    2.4;   -5.2;-999;eor
        417;19360117;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   5.5;    -999;    1.2;   83.00;    2.0;   -2.0;-999;eor
        417;19360118;-999;-999;-999;    5;   0.4;   1;-999;   0;   7.0;   5.4;    -999;    0.8;   83.00;    4.5;   -1.7;-999;eor
        417;19360119;-999;-999;-999;    5;   0.6;   7;-999;   1;   6.7;   5.9;    -999;    0.5;   92.00;    2.5;   -0.8;-999;eor
        417;19360120;-999;-999;-999;    5;   0.7;   7;-999;   1;   4.3;   6.3;    -999;    1.9;   91.00;    3.4;   -4.0;-999;eor
        417;19360121;-999;-999;-999;    5;   1.1;   1;-999;   0;   4.0;   7.1;    -999;    6.2;   74.00;    8.6;    1.2;-999;eor
