STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        400;19610101;-999;-999;-999;    5;   0.7;   1;    3.100;   0;   6.2;   6.3;    -999;    1.2;   92.00;    3.8;    0.3;   -0.1;eor
        400;19610102;-999;-999;-999;    5;   0.0;   0;    2.100;   0;   3.4;   4.7;    -999;    0.0;   79.00;    2.0;   -2.3;   -3.3;eor
        400;19610103;-999;-999;-999;    5;   1.1;   1;    0.000;   0;   7.2;   6.8;    -999;    2.7;   92.00;    6.6;    0.1;   -1.0;eor
        400;19610104;-999;-999;-999;    5;   2.4;   1;    0.000;   0;   5.0;   6.6;    -999;    1.6;   95.00;    3.6;    0.8;   -0.5;eor
        400;19610105;-999;-999;-999;    5;   2.7;   1;    0.000;   0;   8.0;   6.3;    -999;    1.2;   95.00;    3.1;   -0.7;   -1.7;eor
        400;19610106;-999;-999;-999;    5;   1.9;   7;    0.100;   0;   3.0;   5.4;    -999;    1.5;   80.00;    2.7;   -0.3;   -1.0;eor
        400;19610107;-999;-999;-999;    5;   0.1;   7;    0.000;   0;   8.0;   6.3;    -999;    1.4;   92.00;    2.5;   -0.8;   -2.2;eor
        400;19610108;-999;-999;-999;    5;   0.1;   7;    0.000;   0;   8.0;   6.2;    -999;    2.4;   88.00;    3.6;   -0.5;   -1.7;eor
        400;19610109;-999;-999;-999;    5;   1.2;   7;    0.300;   0;   7.8;   7.0;    -999;    2.6;   93.00;    4.6;    1.7;    2.2;eor
        400;19610110;-999;-999;-999;    5;   4.2;   1;    0.600;   0;   7.4;   6.2;    -999;    2.2;   88.00;    3.7;    0.4;   -0.8;eor
        400;19610111;-999;-999;-999;    5;   3.2;   1;    0.100;   0;   7.8;   5.7;    -999;    1.0;   84.00;    3.0;    0.0;    1.0;eor
        400;19610112;-999;-999;-999;    5;   0.9;   7;    5.300;   0;   3.4;   4.7;    -999;   -2.0;   87.00;    1.6;   -3.4;   -4.6;eor
        400;19610113;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   5.5;    -999;    0.4;   88.00;    2.1;   -3.9;   -6.7;eor
        400;19610114;-999;-999;-999;    5;   4.2;   7;    0.000;   0;   7.4;   6.7;    -999;    1.5;   96.00;    3.3;    0.5;    0.3;eor
        400;19610115;-999;-999;-999;    5;   4.5;   1;    0.000;   0;   8.0;   5.1;    -999;   -2.1;   97.00;    1.5;   -2.7;   -1.5;eor
        400;19610116;-999;-999;-999;    5;   0.0;   1;    0.000;   0;   8.0;   5.5;    -999;   -0.1;   93.00;    1.1;   -2.4;   -2.8;eor
        400;19610117;-999;-999;-999;    5;   0.0;   7;    7.000;   0;   0.8;   4.0;    -999;   -2.8;   76.00;    1.0;   -4.7;   -4.2;eor
        400;19610118;-999;-999;-999;    5;   0.0;   0;    7.000;   0;   0.0;   2.4;    -999;   -7.8;   69.00;   -4.0;   -9.3;   -9.5;eor
        400;19610119;-999;-999;-999;    5;   0.0;   0;    7.100;   0;   0.0;   2.4;    -999;   -6.4;   63.00;   -1.2;  -10.6;  -11.8;eor
        400;19610120;-999;-999;-999;    5;   0.0;   0;    7.100;   0;   0.0;   2.9;    -999;   -4.1;   66.00;    0.7;   -9.1;  -10.0;eor
        400;19610121;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   6.6;   3.6;    -999;   -3.4;   78.00;   -1.5;   -8.1;   -9.1;eor
        400;19610122;-999;-999;-999;    5;   0.3;   7;    0.000;   0;   8.0;   5.1;    -999;   -1.4;   94.00;   -0.2;   -4.0;   -3.7;eor
        400;19610123;-999;-999;-999;    5;   6.5;   7;    0.000;   7;   5.4;   3.5;    -999;   -5.2;   79.00;   -0.2;   -7.2;   -2.0;eor
        400;19610124;-999;-999;-999;    5;   0.1;   7;    7.000;   7;   1.8;   2.9;    -999;   -6.1;   75.00;    0.4;  -11.8;  -17.2;eor
        400;19610125;-999;-999;-999;    5;   0.1;   7;    7.400;   6;   1.0;   2.5;    -999;   -8.6;   76.00;   -5.0;  -10.5;  -13.5;eor
        400;19610126;-999;-999;-999;    5;   0.0;   0;    7.800;   6;   0.0;   2.0;    -999;  -11.7;   78.00;   -6.0;  -15.2;  -20.9;eor
        400;19610127;-999;-999;-999;    5;   0.0;   0;    6.400;   6;   0.8;   2.2;    -999;   -9.9;   81.00;   -5.4;  -17.4;  -18.7;eor
        400;19610128;-999;-999;-999;    5;   0.0;   0;    0.000;   6;   4.8;   3.5;    -999;   -5.0;   84.00;   -2.2;  -10.2;  -13.6;eor
        400;19610129;-999;-999;-999;    5;   0.0;   0;    1.500;   4;   8.0;   7.7;    -999;    5.5;   86.00;    6.7;   -4.9;   -9.2;eor
        400;19610130;-999;-999;-999;    5;   4.8;   1;    0.000;   0;   7.0;   8.3;    -999;    5.3;   91.00;    7.5;    4.3;    3.6;eor
        400;19610131;-999;-999;-999;    5;   6.4;   1;    0.000;   0;   8.0;   7.9;    -999;    4.4;   94.00;    5.3;    3.9;    1.3;eor
        400;19610201;-999;-999;-999;    5;   3.9;   1;    0.000;   0;   8.0;   6.8;    -999;    2.9;   90.00;    4.5;    0.7;   -0.5;eor
        400;19610202;-999;-999;-999;    5;   4.2;   1;    2.800;   0;   7.4;   6.3;    -999;    2.3;   85.00;    5.5;    0.8;    1.4;eor
