STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        425;19590101;-999;-999;-999;    5;   0.0;   0;-999;   0;   5.7;   6.8;    -999;    4.6;   77.00;    7.4;    3.0;    0.4;eor
        425;19590102;-999;-999;-999;    5;   1.0;   1;-999;   0;   7.3;   6.3;    -999;    4.1;   76.00;    6.2;    3.0;    1.5;eor
        425;19590103;-999;-999;-999;    5;   0.0;   1;-999;   0;   4.7;   5.8;    -999;    2.4;   77.00;    4.6;    1.1;    0.2;eor
        425;19590104;-999;-999;-999;    5;   0.7;   7;-999;   0;   6.7;   5.3;    -999;    1.2;   80.00;    2.6;   -0.4;   -0.6;eor
        425;19590105;-999;-999;-999;    5;   0.1;   8;-999;   0;   4.3;   6.3;    -999;    1.7;   90.00;    3.4;    0.3;   -0.2;eor
        425;19590106;-999;-999;-999;    5;   0.4;   7;-999;   0;   5.3;   5.5;    -999;   -0.2;   90.00;    1.6;   -1.0;   -1.7;eor
        425;19590107;-999;-999;-999;    5;   7.0;   8;-999;   0;   8.0;   6.5;    -999;    2.0;   96.00;    3.9;   -2.7;   -4.7;eor
        425;19590108;-999;-999;-999;    5;   6.6;   7;-999;   0;   7.7;   6.3;    -999;    1.9;   88.00;    4.4;    1.3;    0.4;eor
        425;19590109;-999;-999;-999;    5;   0.0;   0;-999;   7;   5.0;   4.7;    -999;   -3.2;   93.00;    1.3;   -4.8;   -2.7;eor
        425;19590110;-999;-999;-999;    5;   0.0;   0;-999;   5;   3.7;   3.6;    -999;   -6.0;   87.00;   -2.1;   -8.0;  -11.2;eor
        425;19590111;-999;-999;-999;    5;   0.8;   7;-999;   4;   7.7;   4.2;    -999;   -3.6;   91.00;   -1.1;   -9.5;  -13.4;eor
        425;19590112;-999;-999;-999;    5;   4.6;   7;-999;   5;   7.0;   4.3;    -999;   -3.2;   92.00;   -0.2;   -8.5;  -11.0;eor
        425;19590113;-999;-999;-999;    5;   0.9;   7;-999;  11;   4.0;   4.3;    -999;   -5.1;   89.00;   -0.3;  -10.7;   -2.1;eor
        425;19590114;-999;-999;-999;    5;   1.4;   7;-999;  10;   7.3;   4.8;    -999;   -1.6;   89.00;    1.1;  -12.6;  -22.0;eor
        425;19590115;-999;-999;-999;    5;   0.0;   7;-999;  11;   3.3;   3.0;    -999;   -8.2;   87.00;   -0.5;  -11.9;  -19.1;eor
        425;19590116;-999;-999;-999;    5;   0.0;   0;-999;  10;   2.7;   2.3;    -999;  -11.4;   83.00;   -4.0;  -15.5;  -19.5;eor
        425;19590117;-999;-999;-999;    5;   1.5;   7;-999;  10;   8.0;   5.0;    -999;   -1.3;   92.00;    0.8;  -13.9;  -18.9;eor
        425;19590118;-999;-999;-999;    5;   0.7;   8;-999;  10;   8.0;   5.1;    -999;   -0.4;   87.00;    0.8;   -3.3;   -7.5;eor
        425;19590119;-999;-999;-999;    5;   0.0;   1;-999;   9;   7.7;   6.0;    -999;    2.6;   83.00;    3.5;    0.0;   -0.5;eor
        425;19590120;-999;-999;-999;    5;   0.0;   0;-999;   3;   7.0;   5.9;    -999;    4.1;   71.00;    6.0;    2.2;   -0.3;eor
