STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        434;19470101;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   4.1;    -999;   -2.4;   81.00;   -1.8;   -3.2;   -6.2;eor
        434;19470102;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   4.1;    -999;   -3.5;   84.00;   -1.3;   -4.2;   -4.5;eor
        434;19470103;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   3.6;    -999;   -4.5;   80.00;   -2.3;   -5.8;   -4.8;eor
        434;19470104;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.5;    -999;  -12.7;   67.00;   -5.8;  -13.8;  -14.5;eor
        434;19470105;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.5;    -999;  -15.0;   71.00;  -11.0;  -16.8;  -17.2;eor
        434;19470106;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.2;    -999;  -15.8;   70.00;  -12.2;  -19.5;  -19.5;eor
        434;19470107;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.5;    -999;  -12.3;   71.00;  -11.4;  -19.5;  -19.7;eor
        434;19470108;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.6;    -999;  -13.8;   75.00;  -11.1;  -17.2;  -17.5;eor
        434;19470109;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.9;    -999;   -9.2;   76.00;   -8.0;  -16.0;  -17.0;eor
        434;19470110;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   2.0;    -999;   -9.9;   81.00;   -8.0;  -15.0;  -16.0;eor
        434;19470111;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   1.5;    -999;  -16.6;   83.00;   -8.5;  -21.0;  -21.0;eor
        434;19470112;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   3.9;    -999;   -4.8;   87.00;   -0.5;  -18.4;  -21.0;eor
        434;19470113;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   5.2;    -999;    1.1;   97.00;    2.7;   -6.3;   -6.0;eor
        434;19470114;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   4.8;    -999;    2.5;   81.00;    5.0;    0.5;   -1.0;eor
        434;19470115;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   8.5;    -999;    5.8;   94.00;    7.3;    1.0;   -2.0;eor
        434;19470116;-999;-999;-999;    5;  -999;-999;-999;-999;  -999;   6.9;    -999;    2.4;   91.00;    8.0;   -0.3;   -2.0;eor
