STATIONS_ID;MESS_DATUM;QN_3;  FX;  FM;QN_4; RSK;RSKF; SDK;SHK_TAG;  NM; VPM;  PM; TMK; UPM; TXK; TNK; TGK;eor
        407;19580101;-999;-999;-999;    5;   2.6;   7;-999;   1;   6.3;   6.1;    -999;    0.3;   97.00;    2.0;   -0.4;   -0.4;eor
        407;19580102;-999;-999;-999;    5;   0.0;   0;-999;   2;   0.7;   3.9;    -999;   -4.7;   88.00;    0.2;   -6.9;   -7.5;eor
        407;19580103;-999;-999;-999;    5;   0.0;   0;-999;   1;   0.3;   3.0;    -999;   -6.6;   76.00;   -0.8;   -9.2;   -9.6;eor
        407;19580104;-999;-999;-999;    5;   0.0;   0;-999;   1;   1.0;   2.7;    -999;   -7.0;   75.00;   -4.2;  -12.4;  -12.8;eor
        407;19580105;-999;-999;-999;    5;   7.0;   1;-999;   1;   7.3;   3.8;    -999;   -2.3;   76.00;   -0.2;   -8.1;   -8.3;eor
        407;19580106;-999;-999;-999;    5;   5.0;   1;-999;   0;   6.3;   6.1;    -999;    3.0;   80.00;    4.1;   -0.6;   -0.6;eor
        407;19580107;-999;-999;-999;    5;   2.7;   1;-999;   0;   8.0;   6.3;    -999;    2.4;   84.00;    4.5;    1.1;   -1.0;eor
        407;19580108;-999;-999;-999;    5;   0.6;   1;-999;   0;   7.3;   4.1;    -999;   -1.9;   78.00;    1.3;   -3.4;   -3.1;eor
        407;19580109;-999;-999;-999;    5;   5.0;   1;-999;   0;   7.7;   6.9;    -999;    3.9;   86.00;    4.6;   -1.2;   -0.9;eor
        407;19580110;-999;-999;-999;    5;   0.1;   7;-999;   0;   5.0;   6.1;    -999;    1.8;   86.00;    4.6;    0.7;    0.8;eor
        407;19580111;-999;-999;-999;    5;   0.4;   1;-999;   0;   5.3;   5.2;    -999;    2.3;   73.00;    3.2;    0.4;    0.8;eor
        407;19580112;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.3;   6.7;    -999;    3.0;   85.00;    5.8;    0.3;    0.2;eor
        407;19580113;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.7;   6.7;    -999;    2.8;   88.00;    4.1;    1.1;    0.2;eor
        407;19580114;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.7;   6.0;    -999;    1.3;   89.00;    2.2;    0.7;    0.5;eor
        407;19580115;-999;-999;-999;    5;   0.3;   1;-999;   0;   8.0;   5.9;    -999;   -0.2;   98.00;    1.5;   -0.2;    0.0;eor
        407;19580116;-999;-999;-999;    5;   0.4;   1;-999;   0;   8.0;   7.1;    -999;    2.6;   98.00;    3.2;   -0.2;   -0.1;eor
        407;19580117;-999;-999;-999;    5;   0.4;   1;-999;   0;   7.7;   8.2;    -999;    5.0;   94.00;    5.8;    3.2;    2.8;eor
        407;19580118;-999;-999;-999;    5;   1.4;   1;-999;   0;   4.7;   6.0;    -999;    3.1;   80.00;    5.2;    1.3;    0.8;eor
        407;19580119;-999;-999;-999;    5;   2.0;   7;-999;   0;   6.0;   5.3;    -999;    1.2;   76.00;    5.2;   -0.4;    1.2;eor
        407;19580120;-999;-999;-999;    5;   0.2;   7;-999;   1;   6.0;   5.0;    -999;   -0.3;   84.00;    0.5;   -2.4;   -3.6;eor
        407;19580121;-999;-999;-999;    5;   0.0;   0;-999;   1;   6.0;   4.5;    -999;   -0.2;   74.00;    1.5;   -0.9;   -0.6;eor
        407;19580122;-999;-999;-999;    5;   0.0;   0;-999;   1;   4.0;   4.5;    -999;   -0.6;   76.00;    1.2;   -1.9;   -2.4;eor
        407;19580123;-999;-999;-999;    5;   0.0;   0;-999;   1;   2.0;   4.2;    -999;   -3.4;   81.00;    1.0;   -6.3;   -6.8;eor
        407;19580124;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   3.7;    -999;   -3.5;   77.00;    1.5;   -8.0;   -8.4;eor
        407;19580125;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.0;   3.0;    -999;   -7.4;   79.00;   -0.8;  -11.1;  -11.2;eor
        407;19580126;-999;-999;-999;    5;   0.0;   0;-999;   0;   3.0;   3.5;    -999;   -2.0;   70.00;    0.8;   -9.5;   -9.8;eor
        407;19580127;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.0;   3.3;    -999;    1.0;   52.00;    4.4;   -2.5;   -4.0;eor
        407;19580128;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   3.5;    -999;    0.0;   62.00;    5.8;   -8.1;   -8.6;eor
        407;19580129;-999;-999;-999;    5;   0.0;   1;-999;   0;   1.7;   3.4;    -999;   -3.5;   72.00;    6.2;   -9.1;   -9.6;eor
        407;19580130;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.0;   5.7;    -999;    0.0;   96.00;    2.8;   -9.4;  -10.2;eor
        407;19580131;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.0;    -999;    0.0;   98.00;    3.2;   -0.2;   -0.2;eor
        407;19580201;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   5.5;    -999;   -1.4;   99.00;    0.0;   -1.9;   -0.6;eor
        407;19580202;-999;-999;-999;    5;   3.0;   1;-999;   0;   8.0;   6.5;    -999;    1.6;   98.00;    2.8;   -1.9;   -2.2;eor
        407;19580203;-999;-999;-999;    5;   0.0;   1;-999;   0;   6.3;   5.8;    -999;    2.8;   77.00;    4.0;    1.5;    1.4;eor
        407;19580204;-999;-999;-999;    5;   6.8;   8;-999;   2;   7.3;   6.1;    -999;    1.2;   89.00;    2.2;    0.1;    0.3;eor
        407;19580205;-999;-999;-999;    5;  16.8;   1;-999;   0;   8.0;   7.4;    -999;    4.0;   91.00;    6.0;    0.4;   -0.4;eor
        407;19580206;-999;-999;-999;    5;   0.4;   8;-999;   1;   5.0;   5.0;    -999;   -0.4;   83.00;    4.6;   -1.4;   -0.4;eor
        407;19580207;-999;-999;-999;    5;   1.8;   7;-999;   3;   7.7;   4.9;    -999;   -2.0;   90.00;   -0.4;   -3.0;   -2.8;eor
        407;19580208;-999;-999;-999;    5;   3.3;   1;-999;   2;   8.0;   4.9;    -999;   -0.9;   89.00;    0.8;   -4.5;   -4.4;eor
        407;19580209;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.0;   6.4;    -999;    5.5;   69.00;    6.8;    0.0;    0.3;eor
        407;19580210;-999;-999;-999;    5;   0.0;   1;-999;   0;   2.7;   8.8;    -999;    8.2;   81.00;   12.0;    2.5;    0.8;eor
        407;19580211;-999;-999;-999;    5;   0.0;   1;-999;   0;   5.7;   7.9;    -999;    8.6;   70.00;   11.2;    4.1;    1.0;eor
        407;19580212;-999;-999;-999;    5;   2.4;   1;-999;   0;   5.7;   9.0;    -999;    8.6;   80.00;   11.6;    5.5;    5.0;eor
        407;19580213;-999;-999;-999;    5;   4.6;   1;-999;   0;   2.7;   7.8;    -999;    4.6;   85.00;    9.8;    0.5;    5.6;eor
        407;19580214;-999;-999;-999;    5;   0.2;   1;-999;   0;   6.3;  10.7;    -999;   12.2;   78.00;   15.2;   -0.6;   -1.3;eor
        407;19580215;-999;-999;-999;    5;   5.8;   1;-999;   0;   5.3;  10.4;    -999;   10.0;   84.00;   13.3;    6.1;    7.3;eor
        407;19580216;-999;-999;-999;    5;   2.4;   8;-999;   0;   7.3;   8.0;    -999;    6.0;   81.00;   11.5;    2.7;    8.5;eor
        407;19580217;-999;-999;-999;    5;   0.6;   1;-999;   0;   6.3;   5.6;    -999;    0.3;   88.00;    4.6;   -2.5;    0.4;eor
        407;19580218;-999;-999;-999;    5;   0.1;   7;-999;   0;   5.0;   4.8;    -999;   -0.9;   82.00;    2.4;   -2.6;   -2.4;eor
        407;19580219;-999;-999;-999;    5;   0.1;   7;-999;   0;   4.3;   4.5;    -999;   -0.9;   80.00;    2.4;   -4.8;   -4.4;eor
        407;19580220;-999;-999;-999;    5;   4.9;   7;-999;   2;   6.3;   5.6;    -999;    0.9;   86.00;    2.4;   -1.2;   -0.6;eor
        407;19580221;-999;-999;-999;    5;   1.4;   7;-999;   2;   4.0;   4.7;    -999;   -1.1;   85.00;    0.8;   -5.3;   -5.0;eor
        407;19580222;-999;-999;-999;    5;   0.1;   7;-999;   3;   2.3;   4.2;    -999;   -1.3;   76.00;    0.0;   -2.9;   -3.2;eor
        407;19580223;-999;-999;-999;    5;   0.0;   0;-999;   2;   6.3;   3.7;    -999;   -2.3;   69.00;    0.0;   -4.8;   -3.4;eor
        407;19580224;-999;-999;-999;    5;   3.9;   8;-999;   2;   3.3;   3.4;    -999;   -4.3;   77.00;   -0.6;   -8.5;   -9.4;eor
        407;19580225;-999;-999;-999;    5;   6.1;   8;-999;   4;   8.0;   7.1;    -999;    4.2;   90.00;    7.0;   -4.7;   -3.8;eor
        407;19580226;-999;-999;-999;    5;   2.1;   1;-999;   0;   8.0;   4.8;    -999;   -2.5;   88.00;    7.0;   -5.2;    0.6;eor
        407;19580227;-999;-999;-999;    5;   0.0;   1;-999;   2;   6.0;   3.3;    -999;   -2.9;   68.00;   -1.1;   -6.2;   -6.0;eor
        407;19580228;-999;-999;-999;    5;   0.0;   7;-999;   1;   1.3;   2.8;    -999;   -8.0;   81.00;   -2.4;   -9.8;  -12.8;eor
        407;19580301;-999;-999;-999;    5;   0.0;   7;-999;   0;   8.0;   4.3;    -999;   -1.8;   81.00;    1.0;  -12.9;  -12.8;eor
        407;19580302;-999;-999;-999;    5;   0.0;   1;-999;   0;   8.0;   6.6;    -999;    1.2;   97.00;    2.5;   -1.2;   -0.5;eor
        407;19580303;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;   5.3;    -999;    0.3;   82.00;    1.6;   -2.3;   -0.2;eor
        407;19580304;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   5.6;    -999;    1.4;   84.00;    3.5;   -3.4;   -4.2;eor
        407;19580305;-999;-999;-999;    5;   1.3;   8;-999;   0;   7.7;   7.7;    -999;    5.0;   89.00;    7.0;    1.5;    1.2;eor
        407;19580306;-999;-999;-999;    5;   0.5;   7;-999;   0;   4.3;   5.4;    -999;    2.4;   71.00;    6.2;   -0.6;    2.2;eor
        407;19580307;-999;-999;-999;    5;   0.6;   7;-999;   0;   6.7;   5.1;    -999;    0.1;   82.00;    3.5;   -0.8;    0.8;eor
        407;19580308;-999;-999;-999;    5;   0.4;   7;-999;   1;   8.0;   5.0;    -999;   -1.4;   91.00;    1.8;   -7.6;   -8.2;eor
        407;19580309;-999;-999;-999;    5;   2.7;   7;-999;   0;   7.0;   5.8;    -999;    0.4;   93.00;    3.0;   -2.6;   -2.8;eor
        407;19580310;-999;-999;-999;    5;   0.0;   7;-999;   2;   7.0;   4.7;    -999;   -1.4;   85.00;    1.2;   -3.7;   -5.0;eor
        407;19580311;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.0;   4.2;    -999;   -2.2;   81.00;    1.0;   -4.3;   -4.6;eor
        407;19580312;-999;-999;-999;    5;   1.1;   7;-999;   0;   7.0;   4.7;    -999;   -1.0;   84.00;    1.6;   -4.4;   -5.0;eor
        407;19580313;-999;-999;-999;    5;   0.0;   7;-999;   2;   4.0;   4.3;    -999;   -1.5;   77.00;    2.6;   -4.0;   -4.3;eor
        407;19580314;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   3.6;    -999;   -2.2;   70.00;   -0.6;   -6.1;   -6.3;eor
        407;19580315;-999;-999;-999;    5;   0.9;   7;-999;   0;   5.0;   4.5;    -999;   -1.1;   79.00;    1.7;   -3.6;   -3.6;eor
        407;19580316;-999;-999;-999;    5;   0.4;   7;-999;   3;   6.3;   5.1;    -999;   -1.5;   92.00;    0.0;   -4.4;   -3.3;eor
        407;19580317;-999;-999;-999;    5;   0.0;   0;-999;   1;   7.3;   4.5;    -999;   -0.2;   75.00;    1.8;   -7.3;  -10.0;eor
        407;19580318;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   4.7;    -999;   -0.6;   81.00;    1.6;   -2.1;   -1.4;eor
        407;19580319;-999;-999;-999;    5;   0.0;   1;-999;   0;   7.3;   4.5;    -999;   -0.8;   80.00;    2.6;   -3.4;   -4.3;eor
        407;19580320;-999;-999;-999;    5;   0.0;   7;-999;   0;   7.3;   3.9;    -999;   -1.0;   69.00;    0.0;   -3.4;   -2.4;eor
        407;19580321;-999;-999;-999;    5;   0.1;   7;-999;   0;   4.0;   3.6;    -999;   -3.3;   73.00;    0.2;   -5.7;   -6.0;eor
        407;19580322;-999;-999;-999;    5;   0.6;   7;-999;   0;   7.0;   3.8;    -999;   -3.0;   81.00;   -0.7;   -7.7;   -7.4;eor
        407;19580323;-999;-999;-999;    5;   0.0;   0;-999;   0;   8.0;   4.7;    -999;   -2.2;   89.00;   -0.4;   -3.5;   -3.0;eor
        407;19580324;-999;-999;-999;    5;   0.0;   0;-999;   0;   4.7;   4.7;    -999;   -0.2;   79.00;    2.4;   -3.5;   -2.8;eor
        407;19580325;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.3;   5.2;    -999;    2.3;   73.00;    8.6;   -1.9;   -2.9;eor
        407;19580326;-999;-999;-999;    5;   0.0;   0;-999;   0;   1.3;   5.2;    -999;    1.1;   80.00;    7.5;   -3.9;   -4.6;eor
        407;19580327;-999;-999;-999;    5;   0.0;   0;-999;   0;   6.3;   5.9;    -999;    4.6;   73.00;    8.6;   -2.9;   -3.8;eor
        407;19580328;-999;-999;-999;    5;   0.0;   0;-999;   0;   7.3;   6.6;    -999;    3.6;   83.00;    5.8;    1.3;   -0.2;eor
        407;19580329;-999;-999;-999;    5;   0.7;   7;-999;   0;   8.0;   6.1;    -999;    1.8;   88.00;    3.6;    1.1;    1.0;eor
        407;19580330;-999;-999;-999;    5;   1.3;   7;-999;   1;   7.3;   5.3;    -999;    1.4;   78.00;    4.0;    0.1;   -0.2;eor
        407;19580331;-999;-999;-999;    5;   0.0;   0;-999;   0;   0.7;   3.7;    -999;   -0.8;   64.00;    4.0;   -3.4;   -3.2;eor
        407;19580401;-999;-999;-999;    5;   0.0;   0;    7.200;   0;   3.7;   4.0;    -999;   -1.0;   72.00;    4.0;   -4.9;   -5.4;eor
        407;19580402;-999;-999;-999;    5;   0.0;   0;    6.700;   0;   4.0;   4.2;    -999;    1.4;   64.00;    6.8;   -4.3;   -4.3;eor
        407;19580403;-999;-999;-999;    5;   0.0;   0;   10.600;   0;   0.3;   5.6;    -999;    2.1;   78.00;    8.5;   -1.5;   -2.4;eor
        407;19580404;-999;-999;-999;    5;   0.8;   1;    0.000;   0;   8.0;   7.7;    -999;    5.6;   86.00;    9.0;    0.5;    0.0;eor
        407;19580405;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   8.2;    -999;    5.9;   87.00;    9.8;    3.3;    3.3;eor
        407;19580406;-999;-999;-999;    5;   0.0;   0;    0.000;   0;   8.0;   6.0;    -999;    3.4;   77.00;    5.6;    1.1;    0.4;eor
        407;19580407;-999;-999;-999;    5;   0.3;   8;    0.100;   0;   7.3;   6.1;    -999;    2.4;   84.00;    4.8;    0.4;    0.2;eor
        407;19580408;-999;-999;-999;    5;   0.8;   1;    3.500;   0;   7.0;   6.7;    -999;    2.6;   91.00;    6.5;   -0.4;   -0.9;eor
        407;19580409;-999;-999;-999;    5;   1.8;   8;    0.200;   0;   8.0;   6.2;    -999;    2.4;   87.00;    4.6;    0.6;    0.4;eor
        407;19580410;-999;-999;-999;    5;   0.1;   1;    4.900;   0;   2.0;   5.0;    -999;    1.2;   77.00;    6.2;   -2.7;   -4.0;eor
        407;19580411;-999;-999;-999;    5;   0.0;   0;    2.800;   0;   4.7;   5.6;    -999;    1.8;   79.00;    5.2;   -0.1;   -2.4;eor
        407;19580412;-999;-999;-999;    5;   0.0;   0;    6.900;   0;   3.3;   4.5;    -999;    2.5;   62.00;    8.2;   -1.6;   -1.7;eor
        407;19580413;-999;-999;-999;    5;   0.0;   0;    9.000;   0;   1.7;   5.8;    -999;    5.7;   66.00;   10.8;   -0.4;   -5.4;eor
        407;19580414;-999;-999;-999;    5;   0.0;   0;   11.200;   0;   0.0;   6.2;    -999;    7.1;   63.00;   13.8;   -3.5;   -4.4;eor
        407;19580415;-999;-999;-999;    5;   0.0;   1;    7.200;   0;   4.7;   7.7;    -999;   10.8;   65.00;   16.6;   -0.5;   -2.4;eor
        407;19580416;-999;-999;-999;    5;   1.0;   1;    0.000;   0;   5.7;   7.1;    -999;    5.2;   77.00;   12.0;    3.7;    5.4;eor
        407;19580417;-999;-999;-999;    5;   0.0;   0;    0.700;   0;   6.7;   6.1;    -999;    3.2;   78.00;    7.6;    0.7;   -0.3;eor
        407;19580418;-999;-999;-999;    5;   0.0;   0;    3.500;   0;   3.7;   5.3;    -999;    4.0;   65.00;    9.9;    0.6;   -2.6;eor
        407;19580419;-999;-999;-999;    5;   4.2;   1;    0.000;   0;   8.0;   9.7;    -999;    8.8;   86.00;   10.6;    1.7;    1.7;eor
        407;19580420;-999;-999;-999;    5;   1.9;   1;    0.700;   0;   8.0;   9.8;    -999;   11.2;   75.00;   14.3;    7.8;    7.2;eor
        407;19580421;-999;-999;-999;    5;   3.8;   1;    0.500;   0;   8.0;   8.4;    -999;    8.2;   77.00;   11.6;    7.1;    7.0;eor
        407;19580422;-999;-999;-999;    5;   4.2;   1;    1.700;   0;   7.7;   8.2;    -999;    5.6;   88.00;    8.6;    4.4;    4.7;eor
        407;19580423;-999;-999;-999;    5;   0.0;   1;    0.500;   0;   5.3;   7.2;    -999;    3.6;   90.00;    7.6;    2.5;    3.0;eor
        407;19580424;-999;-999;-999;    5;   0.0;   0;    6.500;   0;   4.3;   6.6;    -999;    3.8;   82.00;   10.6;   -1.7;   -2.4;eor
        407;19580425;-999;-999;-999;    5;   0.4;   1;    6.600;   0;   4.3;   8.1;    -999;   11.4;   64.00;   17.8;    0.1;   -0.7;eor
        407;19580426;-999;-999;-999;    5;   4.5;   1;    4.100;   0;   8.0;   9.3;    -999;    9.2;   81.00;   13.7;    6.0;    5.4;eor
        407;19580427;-999;-999;-999;    5;   6.6;   1;    5.000;   0;   6.7;   8.3;    -999;    7.7;   77.00;   12.0;    5.0;    7.4;eor
        407;19580428;-999;-999;-999;    5;   2.2;   1;    0.200;   0;   8.0;   8.2;    -999;    6.0;   88.00;    9.2;    3.3;    2.4;eor
        407;19580429;-999;-999;-999;    5;   0.0;   1;    1.200;   0;   6.7;   8.3;    -999;    6.2;   86.00;   10.1;    2.8;    1.9;eor
        407;19580430;-999;-999;-999;    5;   0.0;   1;    5.200;   0;   5.0;  10.6;    -999;   11.6;   80.00;   17.1;    1.5;    0.4;eor
        407;19580501;-999;-999;-999;    5;   0.0;   0;    4.100;   0;   2.7;  11.2;    -999;   11.4;   83.00;   17.6;    4.0;    2.8;eor
        407;19580502;-999;-999;-999;    5;   0.0;   0;    7.700;   0;   3.7;  10.6;    -999;   14.3;   68.00;   19.8;    2.5;    1.4;eor
        407;19580503;-999;-999;-999;    5;   0.0;   0;    5.500;   0;   7.7;   6.5;    -999;    7.0;   66.00;   14.9;    4.4;    4.2;eor
        407;19580504;-999;-999;-999;    5;   0.0;   0;    8.600;   0;   4.3;   6.6;    -999;    7.1;   66.00;   12.5;    2.5;    1.7;eor
        407;19580505;-999;-999;-999;    5;   0.0;   0;    5.800;   0;   2.7;   8.6;    -999;   11.5;   64.00;   19.6;    2.0;    0.0;eor
        407;19580506;-999;-999;-999;    5;   8.0;   1;    0.900;   0;   7.3;  14.3;    -999;   14.2;   86.00;   18.6;   10.1;    9.4;eor
        407;19580507;-999;-999;-999;    5;   0.1;   1;   10.500;   0;   2.0;   9.2;    -999;   11.1;   68.00;   15.8;    7.5;    6.9;eor
        407;19580508;-999;-999;-999;    5;   6.8;   1;    3.300;   0;   7.0;  14.6;    -999;   17.0;   78.00;   21.8;    5.5;    4.4;eor
        407;19580509;-999;-999;-999;    5;   0.6;   1;    9.700;   0;   5.7;  15.5;    -999;   18.8;   72.00;   24.6;   14.5;   14.0;eor
        407;19580510;-999;-999;-999;    5;   1.1;   1;    2.800;   0;   6.0;  15.8;    -999;   14.4;   93.00;   19.7;   12.6;   12.7;eor
        407;19580511;-999;-999;-999;    5;   3.1;   1;    0.700;   0;   7.3;  15.7;    -999;   15.6;   85.00;   19.5;   12.0;   10.8;eor
        407;19580512;-999;-999;-999;    5;   0.2;   1;    0.100;   0;   7.3;  11.2;    -999;   11.0;   84.00;   13.8;    9.5;    9.0;eor
        407;19580513;-999;-999;-999;    5;   0.0;   0;   10.500;   0;   4.7;   9.1;    -999;   10.6;   70.00;   16.6;    7.8;    7.9;eor
        407;19580514;-999;-999;-999;    5;  10.4;   1;    1.900;   0;   8.0;  12.9;    -999;   13.8;   82.00;   18.6;    4.1;    5.4;eor
